Raw_data_input,Raw_data_input_processed,LLM_prediction,Expected_output,Expected_output_two_digits,Predicted_output_two_digits,CorrectMatch_two_digits,Expected_output_four_digits,Predicted_output_four_digits,CorrectMatch_four_digits
WINE  STILL  IN CONTAINERS HOLDING 2 LITRES ORLESSWINE  STILL  IN CONTAINERS HOLDING 2 LITRES ORLESSFREIGHT PREPAIDWINE HS CODE  220421 KGM 21840 BODEGAS RUIZ TORRESPO IMP MX2100295THIS MASTER BILL COVERS NON AUTOMATED NVOCC HOUSEBILL NUMBER IBC07518,wine still in holding litre orlesswine still in holding litre orlessfree prepaidwine kgm bodega ruiz turresopo imp mxthis master bill cover non automated nvocc housebill number ibc,2204.21,220421,22,22,1,2204,2204,1
FSC CONTROLLED WOOD DNV-CW-000692 SUPREME TOPLIFT SU SHIP REF 21012200010 HS CODE 47032100,fsc controlled wood dnvcw supreme toplift your ship ref,4415.20,47032100,47,44,0,4703,4415,0
1X40HR SAID TO CONTAIN 2 324 BOXES PLUMS SLOES NON FROZEN FRUIT CIRUELA BLACK SPLENDOR CAT.I HS CODE 080940 NET WEIGHT 21.735 KGS RYANS HFKRN02KEV JAS1W001G0 COLD TREATMENT FREIGT PREPAID,xhr said to contain box plum sloe non frozen fruit plum black sprinkler cati ryans hfkrnkev jaswg cold treatment freigt prepaid,2008.30,080940,08,20,0,0809,2008,0
FECULA DE PAPA GRADO ALIMENTICIO POTATO STARCH SUPERIOR PALLETIZED TAX ID HME 660303531 HS CODE 11081300,potato fecula food grade potato starch superior hme,1108.13,11081300,11,11,1,1108,1108,1
GHANA NATURAL COCOA BUTTER BARRY CALLEBAUT NATURAL COCOA BUTTER TYPE DF1100(100% GHANA COCOA BEANS) HS CODE1804.00 TOTAL QUANTITY22.725MT NET WT22.725MT,ghana natural coconut butter barry callebaut natural coconut butter type df ghana coconut bean total quantitymt wtmt,No HS code found in the provided context.,1804,18,No,0,1804,No H,0
TRACTOR CABIN AND SPAREPARTSHS CODE  870790INV YIH2021000001194YIH2021000000825YIH2021000001035HBL NUMBER   SO035812FREIGHT PREPAID,tractor cabin and sparepartshs inv iihyihyihhbl number sofreight prepaid,8708.99,870790,87,87,1,8707,8708,0
ROUND BARS HOT ROLLED HS CODE 721499,round bar hot rolled,7214.20,721499,72,72,1,7214,7214,1
MUEBLES HS CODE 940360 LASKASAS  IHO ESPACIOS SA DE CV,furniture laskasas iho space sa de cv,9403.60,940360,94,94,1,9403,9403,1
WASTE PAPER SORTED WHITE LEDGER HS CODE 4707200000,waste paper sorted white leader,4707.10,4707200000,47,47,1,4707,4707,1
BACALAO LINGMOLVA MOLVA  HS CODE 030553 NCM CODES 030553,cod lingmolva molva,0303.79,30553,03,03,1,0305,0303,0
1X20DC. SAID TO CONTAIN 1 711 BOXES 1711 BOXES WITH MACHETES AND SCISSORS MACHETES CAZANGAS Y TIJERAS BRAND TRUPER NET WEIGHT 18087 67 KGS GROSS WEUGHT 19005 49 KGS HS CODE 820140 821300 SAR N F60193Z,said to contain box box with machete and scissors machete cazangas and scissors brand truper weught sar fz,No HS code found in the provided context.,820140,82,No,0,8201,No H,0
ON 20 PALLETSRPC BRAMLAGE FOODCREAM CHEESE PACKAGINGGMBHAS PER PROFORMA INVOICE ZELLER PLASTIK38998089  38998090 MEXICO SA DE CV38998091  38998092 38998093  38998094 38998095HS CODE  392310ON 21 PALLETSRPC BRAMLAGE FOODCREAM CHEESE PACKAGINGGMBHAS PE,on palletsrpc bramlage foodcream cheese packageginggmbhas proforma zeller plastik mexico sa de cv on palletsrpc bramlage foodcream cheese packaginggmbhas pe,2106.90,392310,39,21,0,3923,2106,0
MARBLE AND BASALTINA SLABS HS CODE 68029910-68029100,marble and basaltine slab,6802.93,68029910,68,68,1,6802,6802,1
PHARMACEUTICALS ASPIRINA PROTECT 100MG 28ST HS CODE 30049000000 DO 0123528006000010 LOADED ON 43 PAL PO 2270046501 SPOT R46017040000004,pharmaceutical aspirin protection mg st do on pal po spot r,3004.90,30049000000,30,30,1,3004,3004,1
FORKLIFT TRUCKS HS CODE 842720 PO 4500197904,forklift truck po,8431.20,842720,84,84,1,8427,8431,0
GIRASOL CONFITERO ARGENTINO CON CASCARA HS CODE 1206.00 NET WEIGHT 21500 KG,Argentine confectionary sunflower with shell,,1206,12,,0,1206,,0
LIVE PLANTS HS CODE 060290  CONSIGNEE FLORES DE CHILTEPEC SA DE CVRFC FCI931005IQ8 ANTIGUO CAMINO CH,live plant chiltepec sa flower of cvrfc fciiq ancient path ch,No HS code found in the provided context.,060290,06,No,0,0602,No H,0
SUSPENSION AND STEERING PARTS OF TURKEY ORIGIN HS CODE870899,suspension and steering of turkey,8708.99,870899,87,87,1,8708,8708,1
ADHESIVE TAPE ROLLSHS CODE  39199080 39191080DETENTION AND DEMURRAGE APPLIED AT DESTINATIONWILL BE AS PROVIDED IN THE CONTRACT SQ QHBG057887FREIGHT PREPAIDGENERAL CMA CGM TERMS AND CONDITIONS TO BE FOUNDUNDER WWW CMA CGM COMTHIS MASTER BILL COVERS 1,adhesive tape rollshs arrest and demurrage applied at destinationwill be a provided in the contract sq qhbghreight prepaidgeneral cma cgm term and condition to be found www cma cgm comthis master bill cover,3506.10,39199080,39,35,0,3919,3506,0
FREIGHT PREPAIDCIGARETTES WINSTON BLUE  HS CODE 240220 CIGARETTES WINSTON BLUE CIGARETTES CAMEL YELLOW  HS CODE 240220 CIGARETTES WINSTON CLASSIC CIGARETTES WINSTON BLUE CIGARETTES LD RED CIGARETTES CAMEL YELLOW  HS CODE 240220 SECOND NOTIFY PARTYSB,Freight prepaidcigarettes winston blue cigarette winston blue cigarette camel yellow cigarette winston classic cigarette winston blue cigarette ld red cigarette camel yellow second notify partiesb,2402.20,240220,24,24,1,2402,2402,1
GLYOXAL 40  EXPORTBASF1300KG COMPOSITE IBC3017357986 000010HS CODE  29121900FEDERAL REPUBLIC OF GERMANYFREIGHT PREPAIDTHC DESTINATION COLLECT  CIUDAD DE MEXICO  MEXICOPHONE  55 57233082EMAIL  INVOICES INTERCOMPANY MEXICO BASF COMFAX  55 56116331   CI,glyoxal exportbasfkg composite ibc federal republic of germanyfreest prepaidc collect city of mexico mexicophone call intercompany mexico basf comfax ci,No HS code found in the provided context.,29121900,29,No,0,2912,No H,0
1X40HR SAID TO CONTAIN 1 407 CONTAINER METAL 1407 CARTONS QUESO GOUDA 48 M.G.E.S. 1 X APPROX 15 KGS PESO NETO 21334 55 KG HS CODE 04069078 LOTE 735852 NUMERO DE PEDIDO 21 11 GROSS WEIGHT 22439 KG CHEESE FRESH GRATED OR POWDERED NON FROZEN,xhr said to metal carton cheese gouda mges approx lot order number cheese fresh grated or powdered non frozen,No HS code found in the provided context.,04069078,04,No,0,0406,No H,0
DIMETHYLTEREPHTHALAT  DMT  HS CODE  291737 DIMETHYLTEREPHTHALAT  DMT  HS CODE  291737DIMETHYLTEREPHTHALAT  DMT HS CODE  291737FREIGHT PREPAIDGENERAL CMA CGM TERMS AND CONDITIONS TO BE FOUNDUNDER WWW CMA CGM COMTHIS MASTER BILL COVERS AUTOMATED NVOCC,dimethylterephthalat dmt dimylterephthalat dmt dimylterephthalat dmt prepaidgeneral cma cgm term and condition to be found www cma cgm comthis master bill cover automated nvocc,2917.36,291737,29,29,1,2917,2917,1
STC PARCIALIDAD DE SISTEMA DE REGULACION DE TEMPERATURA Y HUMEDAD PARA INVERNADERO HIDROPONICO HS CODE 940690,partiality of temperature and humidity control system for hydroponic greenhouse,8419.50,940690,94,84,0,9406,8419,0
POTASSIUM CHLORATE  5M2 MARINE POLLUTANT HS CODE 28291900,potassium chlorate m marine pollutant,3824.90,28291900,28,38,0,2829,3824,0
WHEAT FLOUR ALL PURPOSE 25 KG SEMOLINA NO.2 25 KG HS CODE 110100 NW 22.675 00 K G,wheat flour all purpose semoline no nw g,1101.00,110100,11,11,1,1101,1101,1
PUERTAS BLINDADAS Y SUS ACCESORIOS HS CODE 830300 MERCANCIA ORIGEN ESPANA,armored door and their merchandise spain,7308.90,830300,83,73,0,8303,7308,0
VIDRIO FLOTADO CLARO EN 1.6 MM MEDIDAS FIJAS HS CODE 70052925,clear float glass in fixed measurement,7005.29,70052925,70,70,1,7005,7005,1
STEEL REELS HS CODE 72082700 INVOICE N? 551738,steel relay,The answer is: 8536.41,72082700,72,Th,0,7208,The ,0
MONOFILE POLYESTER HS CODE54041900 FREIGHT PREPAID SHIPPED ON BOARD,monofile polyester prepaid shipped on board,5402.20,54041900,54,54,1,5404,5402,0
WASTE PAPER SORTED WHITE LEDGER  HS CODE 4707200000 NCM CODES 4707200000,waste paper sorted white leader,4707.10,4707200000,47,47,1,4707,4707,1
35 CARDPALS 90566144 RUBBER GOODS  HS CODE 40059900NCM CODES 40059900   ZZ,cardpals rubber,No relevant metadata provided.,40059900,40,No,0,4005,No r,0
1X40HR SAID TO CONTAIN 2 324 BOXES PEACHES NECTARINES NON FROZEN FRUIT PLUMS NW 20916 KG HS CODE 080940 RYAN HT2012022829 HT2012022805,xhr Said to box peach nectarine non frozen fruit plum nw ryan ht ht,2008.60,080940,08,20,0,0809,2008,0
NICKEL ELECTROLITIC AS PER PACKING LIST PL-02052021LAZ 20 WOODEN CASES DELIVERY OF ORDER 0577 COMMERCIAL INVOICE NO 020521LAZ HS CODE 75021000,Nickel electronic a list pllaz wooden case of order no laz,The answer is: 7403.11,75021000,75,Th,0,7502,The ,0
OILS LUBRICANTSOILS AND LUBRICANTSEXLD939048HARMLESS CHEMICALSDELIVERY NOTE 221939048HS CODE  27101981OILS AND LUBRICANTSEXLD926112HARMLESS CHEMICALSDELIVERY NOTE  221926112HS CODE  27101981FREIGHT PREPAIDGENERAL CMA CGM TERMS AND CONDITIONS TO BE FO,oil lubricatantsoils and lubricantssexharmless chemicalsdelivery note oil and lubricantssexharmless chemicalsdelivery note prepaidgeneral cma cgm term and condition to be fo,2710.19,27101981,27,27,1,2710,2710,1
RELIGIOUS BOOKS FOR DONATION HS CODE 490199,religious book for donation,4901.99,490199,49,49,1,4901,4901,1
COFFEE MACHINE AND GRINDING HS CODE 84198120,coffee machine and grinding,8419.81,84198120,84,84,1,8419,8419,1
FREIGHT PREPAIDSPARKLING MINERAL WATERLDP7020229HS CODE 22011019,Freight prepaidparkling mineral waterldphs,2201.10,22011019,22,22,1,2201,2201,1
LAMPS HS CODE 85392130  85392930TB  750576605INVOICE NO  413189382   09 04 2021853921  HS FREIGHT PREPAIDGENERAL CMA CGM TERMS AND CONDITIONS TO BE FOUNDUNDER WWW CMA CGM COMTHIS MASTER BILL COVERS 1 AUTOMATED NVOCCHOUSEBILL   SHKK276941048061,lamp tb no prepaidgeneral cma cgm term and condition to be founder www cma cgm comthis master bill cover automated nvocchousebill shkk,No HS code found in the provided context.,85392130,85,No,0,8539,No H,0
ONE CONTAINER WITH 18 BUNDLES TAEDA PINE LUMBER PE 21001EC01035848L ORDER PV 368921 FREIGHT PREPAID HS CODE 4407.11.00 M3 46.782,one with lot taeda pine light pe ecl order pv prepaid m,4403.99,4407,44,44,1,4407,4403,0
REFRACTORY MATERIAL HS CODE 3816 0000 TAMSA LADLE APRIL,refractory material tamsa ladle april,6902.20,3816,38,69,0,3816,6902,0
BRAKE PADS - HS CODE 68138100,brake pad,8708.30,68138100,68,87,0,6813,8708,0
PVC ROLLSHS CODE 39204910,pvc rollshs,3917.32,39204910,39,39,1,3920,3917,0
OFFICE CHAIRS AND PARTS  HS CODE 9403 9090 9401 90807318 1568 7318 1499 4901 1000 3926 3000 3921 909,office chair and,"source_documents:
{
  ""source"": ""9401.30"",
  ""text"": ""Office chairs with metal frames""
},
{
  ""source"": ""9401.80"",
  ""text"": ""Office chairs with wooden frames""
}",9403,94,so,0,9403,sour,0
TOILET PAPER PACKING MACHINERY HS CODE 84224000  FREIGHT PREPAID NCM CODES 842240,toilet paper machinery prepaid,8439.20,84224000,84,84,1,8422,8439,0
NASSEMBLED PARTS FOR PANS HS CODE 73239400,nassembled for pan,There is no relevant metadata provided to determine the HS code for the given context.,73239400,73,Th,0,7323,Ther,0
HERRAJES PARA MUEBLES HS CODE 83024200 EMAIL G.GIACOMO RAGO-GROUP.COM,furniture hardware ggiacomo ragogroupcom,No HS code found in the provided context.,83024200,83,No,0,8302,No H,0
CARTULINA NEGRA BOB 170 GRS HS CODE 480258 CARTULINA BLANCA BOB 210 GRS HS CODE 480258,black cartulin bob grs white cartulin bob grs,4901.99,480258,48,49,0,4802,4901,0
2376 PACKAGES PEELED TOMATOES AND ALIMENTARY SAUCES HS CODE 200210 - 210320 2414 PACKAGES PEELED TOMATOES AND ALIMENTARY SAUCES HS CODE 200210 - 200290 - 210390 FREIGHT PAYABLE IN ADVANCE,peeled tomato and feed willow packaged peeled tomato and feed willow payable in advance,No relevant HS code found in the provided metadata.,200210,20,No,0,2002,No r,0
5 EXP WOOD FIBER BOARDS NCM 4411.13.10 HS CODE 4411.13 INVOICE EXP 207421 FREIGHT PREPAID DU-E 21BR000832361-3 RUC 1BR76518836200000000000,exp wood fiber board exp prepaid due br ruc br,4411.12,4411,44,44,1,4411,4411,1
ALMIDON MODIFICADO PAPA EMFLO KPS 200 HS CODE 35051050,modified potato starch emflo kp,1108.13,35051050,35,11,0,3505,1108,0
SPIRITS HS CODE 2208  NCM CODES 220870,spirit,2208.90,2208,22,22,1,2208,2208,1
SODIUM BISULFATE 960X25 KG PE BAGS ON 20 PALLETS NET 24.000 KG HS CODE 283319,sodium bisulfate pe bag on,2833.11,283319,28,28,1,2833,2833,1
HERRAMIENTAS ELECTRICAS HS CODE 8467.29.00.0000,electric tool,No HS code found in the provided context.,8467,84,No,0,8467,No H,0
CABLES 25 PACKAGES HS CODE 85447001,cable,8544.42,85447001,85,85,1,8544,8544,1
1X20DC. SAID TO CONTAIN 80 DRUMS 1X20FCL CONTAINER STC  80 HM HDPE DRUMS OF 220 KGS EACH IN  WOODEN  PALLETISED  BENZYL ALCOHOL  HS CODE 29062100  PO.NO 300024940 DT.27.11.2020  S B NO. 9305608 DT. 12.03.2021  GROSS WT. 18990 KGS  NET WT. 17600 KGS,said to contain drum xfcl hm hdpe drum of each in wooden palletised benzyl alcohol pono dt s b no dt wt wt,3823.90,29062100,29,38,0,2906,3823,0
ALUMINUM CAPS HS CODE 83099010 COO UKRAINE HBL ODS0007339,aluminum cap coo ukraine hbl od,7607.20,83099010,83,76,0,8309,7607,0
LEGGINGS LADIES KNITTED HS CODE 61152900,legging lady knitted,6104.62,61152900,61,61,1,6115,6104,0
GLASS TUBING HS CODE 70023900  CN> DENMARK CIUDAD DE  MEXICO CMX 03740 MEXICO,glass tubing cn denmark city of mexico cmx mexico,7017.10,70023900,70,70,1,7002,7017,0
2X40HC. SAID TO CONTAIN 36 SKID HEAT INSULATED MATS FROM GLASS HS CODE 701939000,said to contain skid heat insulated mat from glass,HS code: 7019.59,701939000,70,HS,0,7019,HS c,0
FREIGHT PREPAIDBEER IN BOTTLES  BEER IN CANS AND PROMOTIONALMATERIALHS CODE  220300  701328THIS MASTER BILL COVERS NON AUTOMATED NVOCCHOUSE BILL  IBC0752276,prepaidbeer in beer in can and promotionalmaterialhs this master bill cover non automated nvocchouse bill ibc,2203.00,220300,22,22,1,2203,2203,1
GYM EQUIPMENT AS PER COMMERCIAL INVOICE N VXUSD210182HS CODE  950691FREIGHT PREPAIDGYM EQUIPMENT AS PER COMMERCIAL INVOICE N VXUSD210182HS CODE  950691,gym equipment a vxusdhs prepaidgym equipment a vxusdhs,9506.91,950691,95,95,1,9506,9506,1
1X40FT STC 575 BAGS OF NIGERIAN DRY SLICED GINGER CROP 2020 PACKED IN PP BAGS OF ABOUT 40 KG EACH GROSS WEIGHT 23 057.5 MTS NET WEIGHT 23 000 MTS NXP NO. XG20210005733944 HS CODE 091011,xft bag of Nigerian dry sliced ginger crop packed in pp bag of about each mt mt nxp no,0910.11,091011,09,09,1,0910,0910,1
PRINTED PAPER BAGS HS CODE 481940,printed paper bag,4819.50,481940,48,48,1,4819,4819,1
PLASTIC BOTTLES AND CLOSURES FOR PLASTIC BOTTLES INVOICE 1448916HS CODE 39233010 39235010,plastic and cloud for plastic,3926.90,39233010,39,39,1,3923,3926,0
PIECES AND SPARE PARTS FOR PREFABRICATED CONSTRUCTIONS HS CODE 9406 T 52 55 47507100,and spare for prefabricated construction t,No relevant HS code provided in the context.,9406,94,No,0,9406,No r,0
CON CAJEROS AUTOMTICOS HS CODE 847290,with automatic cashier,,847290,84,,0,8472,,0
CALCULATORSHS CODE 847010,calculatorshs,2710.19,847010,84,27,0,8470,2710,0
VITAMIN C  ASCORBIC ACID P17 10610  HS CODE   293627S21 10045FREIGHT PREPAIDGENERAL CMA CGM TERMS AND CONDITIONS TO BE FOUNDUNDER WWW CMA CGM COMTHIS MASTER BILL COVERS 1 NON AUTOMATED NVOCCHOUSEBILL NO  HBGA0326952,vitamin c ascorbic acid p s Freight prepaidgeneral cma cgm term and condition to be founder www cma cgm comthis master bill cover non automated nvocchousebill no hbga,2106.90,293627,29,21,0,2936,2106,0
720 CASE(S) WHISKY 6750ML HS CODE 2208.60 PROOF OF REPORT NN182820210604832975,case whisky ml proof of report nn,2208.30,2208,22,22,1,2208,2208,1
CARGO IS STOWED IN A REFRIGERATED CONTAINER SETAT THE SHIPPER S REQUESTED CARRYING TEMPERATUREOF  22 DEGREES CELSIUSFREIGHT COLLECTFROZEN BREAD AND PASTRIES HS CODE 190590FROZEN BREAD AND PASTRIES HS CODE 190590FROZEN BREAD AND PASTRIES HS CODE 19059,cargo is stowed in a refrigerated setat the s requested carrying temperatureof degree celsiusfreight collectfrozen bread and pastry frozen bread and pastry frozen bread and pastry,1905.90,190590,19,19,1,1905,1905,1
HANKOOK BRAND TIRES SHIPMENT 4001661832  HS CODE 401110 FREIGHT COLLECT  NCM CODES 401110,hankook brand tire collect,No HS code found in the provided context.,401110,40,No,0,4011,No H,0
TEJIDOS DE ALGODON CON POLIESTER COTTON FABRIC WITH POLYESTER HS CODE 521139 OUR HBL NR BCNVERL00060,cotton fabric with polyester cotton fabric with polyester our hbl nr bcnverl,5208.52,521139,52,52,1,5211,5208,0
ACEITE SHELL OMALA SS WIND 320 1000L. HS CODE 340319,oil shell omala s wind l,2710.19,340319,34,27,0,3403,2710,0
1150 CRT DANISH CRUMBLED BLUE CHEESE 2 X APP 15KG BRAND NEUTRAL 50% FAT IN DRY MATTERHS CODE 0406409,crt Danish crumbled blue cheese app brand neutral fat in dry matterhs,0406.30,0406409,04,04,1,0406,0406,1
1X40HC. SAID TO CONTAIN 440 CARTONS 440 CARTONS OF PLASTIC LIDS ON 22 PALLETS HS CODE 392350,said to contain carton carton of plastic book on,4901.99,392350,39,49,0,3923,4901,0
ONE CONTAINER WITH 1 FLEXI TANK GLICERINA REFINADA PO 4503206415 NET WEIGHT 22780 KGS HS CODE 290545 PE 21057EC01001729N,one with flexi tank refined glycerin po pe ecn,3824.90,290545,29,38,0,2905,3824,0
. LADRILLOS REFRACTARIOS TOPMAG CF SEGUN PEDIDO NUM. 20201216 - RTMX 20 . HS CODE 6902 1000 SHIPPED ON BOARD FREIGHT PREPAID .,refractory brick according to order num shipped on board prepaid,6902.10,6902,69,69,1,6902,6902,1
INVERTER HS CODE 39269097 EX KN LNZ 18300858106016,inverter ex kn lnz,No relevant HS code found in the provided metadata.,39269097,39,No,0,3926,No r,0
1X40HR SAID TO CONTAIN 1 232 CARTON APPLES NON FROZEN FRUIT STC APPLES PACKED ON TO 22 PALLETS HS CODE 080810  SHIPPER FRUITWAYS MARKETING PTY LTD 4050279829 TAX ID CONSIGNEE COMERCIALIZADORA DE FRUTAS FINAS TARAHUMARA S.A. DE C.V. CFF92 1009N30 TAX,xhr Said to carton apps non frozen fruit apps packaged on to fruitways marketing ltd marketer of fine fruit tarahumara sa de cv cff,2008.99,080810,08,20,0,0808,2008,0
ARTICULOS PARA LA LIMPIEZA DE SUPERFICIES HS CODE 960390,article for cleaning surface,No relevant metadata provided.,960390,96,No,0,9603,No r,0
GLASSWARE HS CODE 7013.4 9.99.00 - 7013.28.90.00 MA RK MOULD NOQUANTITY 128 1,glassware ma rk mould noquantity,7013.99,7013,70,70,1,7013,7013,1
TUBOS 7306.3011 TUBOS Y ACCESORIOS HS CODE 7307.1990-7307.9980 RAMPAS HS CODE 7321.9000 TAPON HS CODE 7326 TUERCA DE LATON HS CODE 7415.3300 ACCESORIOS DE TUBERIA DE ALUMINIO HS CODE 7609.0000,tube tube and ramp tapon nut brass aluminum pipe,There is no metadata provided in the context to extract the HS code from.,7307,73,Th,0,7307,Ther,0
PAPER  HS CODE 4810 1300 ORDER 2218198NCM CODES 4810 1300,paper order,4901.99,4810,48,49,0,4810,4901,0
SINGEL WIRE SEAL HS CODE 401693 BANQBRE4803792,singel wire seal banqbre,No relevant metadata provided.,401693,40,No,0,4016,No r,0
CONTAINING 1725 PIECES SEAMLESS STEEL PIPES HS CODE 730429 MEXICOTE 52 2299891631 - 52 1282 - AMOJICA EXIROS.COM CONTACT ABEL MOJICA TE 52 2299890700 - DAVID.LARA KROMADUANAL.COM CONTACT DAVID LARA G. FREIGHT PREPAID,Containing seamless steel pipe mexico amozica exiroscom contact abel mojica te davidlara kromaduanalcom contact david lara g prepaid,7304.19,730429,73,73,1,7304,7304,1
FREIGHT PREPAIDOF COSMETIC ITEMSHS CODE  330499,prepaidof cosmetic itemshs,3304.99,330499,33,33,1,3304,3304,1
SPICES  GINGER  NEITHER CRUSHED NOR GROUNDFREIGHT PREPAIDDE 25 KG CON 22 000 KGDE PREPARADO ALIMENTICIO A BASE DE PIMENTONCALIDAD LORD LOTE 142101MPSHIPPER DECLARES SALES TERMS CIF VERACRUZFOOD SEASONING WITH PAPRIKA POWDERHS CODE  090422,spice ginger neither crushed nor groundfresh prepaidde with of food preparation based on pimentonquality lord lote mpshipper salt term veracruzfood seasoning with paprika powderhs,0904.20,090422,09,09,1,0904,0904,1
3X40HR SAID TO CONTAIN 60 PACKAGES 60 PACKAGES OF 1250 ML COCA COLA 2 ACL PRINTED FLINT EMPTY GLASS BOTTLES SHPR REF. 20210317 CNEE REF. 43000570315 HS CODE 70109000 21 DAYS FREE TIME AT DESTINATION,xhr said to of ml cola acl printed flint empty glass shpr ref cnee ref day free time at,7010.90,70109000,70,70,1,7010,7010,1
STEERING COMPONENTS FOR AUTOMOBILES HS CODE 870894 .,steering component for automobile,8708.99,870894,87,87,1,8708,8708,1
1X20DC. SAID TO CONTAIN 20 COLLIS 20000 KG ACIDO CITRICO ANHIDRO CAA F6000 EN BIG BAGS DE 1000 KG SOBRE 20 PALETAS CON CON FORRO POLIETILENO ORIGEN AUSTRIA HS CODE 29181400,Said to collis citric acid anhydrous caa in big bag of on with polyethylene lining Austrian,Not enough information provided to determine the correct HS code.,29181400,29,No,0,2918,Not ,0
1X40HC. SAID TO CONTAIN 82 COLLI TUFTING CARPETS  HS CODE 57032098  INVOICE GVF 21004559,said to contain colli tufting carpet gvf,The answer is: 5703.30,57032098,57,Th,0,5703,The ,0
SANDSTONE SLABS / LOSA DE ARENISCA HS CODE 251620,sandstone slab sandstone slab,2516.11,251620,25,25,1,2516,2516,1
CERAMIC TILES HS CODE 690721 COEM SPA,ceramic tile coem spa,6907.90,690721,69,69,1,6907,6907,1
CHOCOLATE HS CODE 1806 31 DATA LOGGER ID S120060805-18                       DE-HUMIDIFICATION 65%,chocolate data logger s dehumidification,1901.90,1806,18,19,0,1806,1901,0
ONE CONTAINER WITH 1 FLEXITANK GLICERINA REFINADA PO 4503206417 NET WEIGHT 22750 KGS TOTAL NET WEIGHT 113830 KGS TOTAL GROSS WEIGHT 114355 KGS HS CODE 29054500 PE 21057EC01001730F FREIGHT PREPAID,one with flexitank glycerine refined po total total pe ecf prepaid,3824.90,29054500,29,38,0,2905,3824,0
DISPOSABLE MEDICAL FACE MASKN AHS CODE  630790 FAX EMAIL TAX ID 9144010178376732X5  TAX ID  SME980702916 T   52  55 4334 7000EXT 7043PHONE  FAX EMAIL  JONATHAN LIEDOT BOLLORE COMFREIGHT PREPAID,medical face maskn ahs fax sme t ext phone fax jonathan liedot bollore brokere prepaid,No HS code found in the provided context.,630790,63,No,0,6307,No H,0
FREIGHT COLLECTEN TOTAL 1472 CAJAS ACEITUNAS EN FRASCOS YLATASHS CODE  200570P O  13381 1200570  HS OLIVESEN TOTAL 984 CAJAS ACEITUNAS EN POUCHES YLATASHS CODE  200570P O  13274 1OLIVES FX  5255 50917570 EMAIL MPEREZ NAVIOMAR COM MXTHIS MASTER BILL C,fresh collect total olive box in jar ylatashs p or olive total olive box in pouch ylatashs p o olive fx mperez naviomar com mxthis master bill c,2005.70,200570,20,20,1,2005,2005,1
FINISHED BOVINE LEATHER HS CODE 410712,finished bovine leather,4104.19,410712,41,41,1,4107,4104,0
SOAP BASE HS CODE 34011101,soap base,3401.11,34011101,34,34,1,3401,3401,1
WINE  STILL  IN CONTAINERS HOLDING 2 LITRES ORLESSWINE  STILL  IN CONTAINERS HOLDING 2 LITRES ORLESSFREIGHT PREPAIDWINE HS CODE  220421 KGM 21840 BODEGAS RUIZ TORRESPO IMP MX2100295THIS MASTER BILL COVERS NON AUTOMATED NVOCC HOUSEBILL NUMBER IBC07518,wine still in holding litre orlesswine still in holding litre orlessfree prepaidwine kgm bodega ruiz turresopo imp mxthis master bill cover non automated nvocc housebill number ibc,2204.21,220421,22,22,1,2204,2204,1
FSC CONTROLLED WOOD DNV-CW-000692 SUPREME TOPLIFT SU SHIP REF 21012200010 HS CODE 47032100,fsc controlled wood dnvcw supreme toplift your ship ref,4415.20,47032100,47,44,0,4703,4415,0
1X40HR SAID TO CONTAIN 2 324 BOXES PLUMS SLOES NON FROZEN FRUIT CIRUELA BLACK SPLENDOR CAT.I HS CODE 080940 NET WEIGHT 21.735 KGS RYANS HFKRN02KEV JAS1W001G0 COLD TREATMENT FREIGT PREPAID,xhr said to contain box plum sloe non frozen fruit plum black sprinkler cati ryans hfkrnkev jaswg cold treatment freigt prepaid,2008.30,080940,08,20,0,0809,2008,0
FECULA DE PAPA GRADO ALIMENTICIO POTATO STARCH SUPERIOR PALLETIZED TAX ID HME 660303531 HS CODE 11081300,potato fecula food grade potato starch superior hme,1108.13,11081300,11,11,1,1108,1108,1
GHANA NATURAL COCOA BUTTER BARRY CALLEBAUT NATURAL COCOA BUTTER TYPE DF1100(100% GHANA COCOA BEANS) HS CODE1804.00 TOTAL QUANTITY22.725MT NET WT22.725MT,ghana natural coconut butter barry callebaut natural coconut butter type df ghana coconut bean total quantitymt wtmt,No HS code found in the provided context.,1804,18,No,0,1804,No H,0
TRACTOR CABIN AND SPAREPARTSHS CODE  870790INV YIH2021000001194YIH2021000000825YIH2021000001035HBL NUMBER   SO035812FREIGHT PREPAID,tractor cabin and sparepartshs inv iihyihyihhbl number sofreight prepaid,8708.99,870790,87,87,1,8707,8708,0
ROUND BARS HOT ROLLED HS CODE 721499,round bar hot rolled,No relevant HS code found in the provided metadata.,721499,72,No,0,7214,No r,0
MUEBLES HS CODE 940360 LASKASAS  IHO ESPACIOS SA DE CV,furniture laskasas iho space sa de cv,9403.60,940360,94,94,1,9403,9403,1
WASTE PAPER SORTED WHITE LEDGER HS CODE 4707200000,waste paper sorted white leader,4707.10,4707200000,47,47,1,4707,4707,1
BACALAO LINGMOLVA MOLVA  HS CODE 030553 NCM CODES 030553,cod lingmolva molva,0303.79,30553,03,03,1,0305,0303,0
