Container ID,Description,Origin
WXYZ1234567,ON 8 PALLETS CONTAINING PVC COILS DFCOOL 6MMX20MTR HS CODE 39179010.,"Shenzhen, China"
KLMN4321098,IN 40 PALLETS OF ELECTRONIC COMPONENTS AND ASSOCIATED GOODS CONTAINING TOXIC MATERIALS.,"Seoul, South Korea"
STUV6543210,LOADED ON 20 PLT(S) GLASS BEVERAGES HS-CODE22030010.,"Hamburg, Germany"
QPAS1234567,IN 25 PALLETS CONTAINING MECHANICAL PARTS AND TOOLS HS CODE 84782020.,"Shanghai, China"
ERTE6543210,GRAPES AND RAISINS FROM INDIA EACH 500KG FCL COLOMBO.,"Mumbai, India"
TUYU4321098,ON 12 PALLETS CONTAINING TEXTILES AND APPAREL HS CODE 61142000.,"Istanbul, Turkey"
WXYZ0987654,12345 KGS 25.432 CUBIC METER 567 CARTON FURNITURE PARTS & ACCESSORIES HS CODES 940390. SHIPPER DECLARES.,"Guangzhou, China"
MNOP7654321,IN 35 PALLETS OF FOOD PRODUCTS CONTAINING GLUTEN AND SOY. ,"Tokyo, Japan"
EFGH2345678,LOADED ON 30 PLT(S) POLYESTER YARN HS-CODE52055010. ,"Mumbai, India"
HIJK5432109,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214359.,"Tokyo, Japan"
PQRS8765432,ON 12 PALLETS CONTAINING MACHINERY PARTS 50 KG X 100 PCS NET WEIGHT 6000 KG CIF LOS ANGELES.,"Seoul, South Korea"
TUVW9876543,56789 KGS 17.321 CUBIC METER 345 CARTON PAPER PRODUCTS & ACCESSORIES HS CODES 481890. SHIPPER DECLARES.,Hong Kong
MNOP7654321,IN 22 PALLETS OF FURNITURE AND FURNISHINGS CONTAINING WOOD. ,"Bangkok, Thailand"
EFGH2345678,LOADED ON 45 PLT(S) ALUMINUM FOIL HS-CODE76060010. ,"Dubai, UAE"
HIJK5432109,GRIMBERGEN AMBREE 6% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358.,"Moscow, Russia"
PQRS8765432,ON 7 PALLETS CONTAINING ELECTRONIC COMPONENTS 50 KG X 150 PCS NET WEIGHT 3500 KG CIF NEW ORLEANS.,"Tel Aviv, Israel"
PQRS9876543,21544 KGS 85.119 CUBIC METER 1234 CARTON LIGHTING FIXTURES HS CODE 94057010. SHIPPER DECLARES.,"Hong Kong, China"
VWXZ1234567,IN 30 PALLETS OF HOUSEHOLD GOODS AND KITCHENWARE CONTAINING PERISHABLE ITEMS.,"Rotterdam, Netherlands"
EFGH4321098,LOADED ON 15 PLT(S) POLYURETHANE FOAM HS-CODE 39159000.,"Antwerp, Belgium"
CDEK9876543,"FRESH PRODUCE - BERRIES, MANDARINS AND LEMONS ON 10 PALLETS NET WEIGHT 15234 KG.","Valencia, Spain"
JKLZ5432198,ON 12 PALLETS CONTAINING ELECTRONIC EQUIPMENT HS CODE 85432000.,Singapore
MNBV9876543,IN 25 PALLETS OF TEXTILES AND CLOTHING ITEMS.,"Mumbai, India"
KJHGF5432198,LOADED ON 20 PLT(S) CHEMICALS FOR INDUSTRIAL USE HS-CODE 38089000.,"Shanghai, China"
ZXCV9876543,GRAPES AND OLIVES NET WEIGHT 17523 KG.,"Lisbon, Portugal"
ASDF4321098,IN 45 PALLETS OF FURNITURE AND HOME DECOR ITEMS.,"Dubai, UAE"
WERT5432198,LOADED ON 18 PLT(S) ELECTRICAL MACHINERY HS-CODE 85161000.,"Kuala Lumpur, Malaysia"
MNOI9876543,14521 KGS 30.123 CUBIC METER 234 CARTON SPARE PARTS FOR ELECTRIC VEHICLES HS CODES 94011010. SHIPPER DECLARES.,"Shanghai, China"
PQLK6543210,"IN 25 PALLETS OF HOUSEHOLD ELECTRONICS INCLUDING Laptops, TABLETs & SMARTPHONES. ","Guangzhou, China"
UVWX9876541,LOADED ON 18 PLT(S) PACKAGING MATERIALS CONTAINING POLYETHYLENE FILM AND BOPP HS-CODE 39231010. ,"Shenzhen, China"
CDEFG1234567,GRIPPER GEAR SET EACH 50 PCS CB 4160410 / 278214357. ,"Shanghai, China"
HIJKL8765432,"ON 12 PALLETS CONTAINING MACHINERY PARTS, CIRCUITS BOARD & SPAREPARTS FOR WIND TURBINE HS CODE 84799000. ","Shenzhen, China"
OPQRST7654321,"CONTAINING BEERS AND WINES FROM ITALY, EACH CASE CONTAINING 12 BOTTLES CIF LOS ANGELES. ","Shanghai, China"
MNOPQ1234567,LOADED ON 35 PLT(S) SYNTHETIC RESIN FOR MAKING CAR PARTS HS-CODE32141010. ,"Guangzhou, China"
STUVO9876543,IN 45 PALLETS OF TOYOTA VEHICLE SPAREPARTS INCLUDING ALLOY WHEEL AND TIRE HS CODE 8708.10. ,"Shanghai, China"
KILOP4321098,"ON 9 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/12 SIN IMPRESION, ANCHO 52 MM BBL ALUTHENE 50-IV E 133/5 ANCHO 94 MM SIN IMPRESION NET WEIGHT 5928 KG CIF HAMBURG. ","Guangzhou, China"
XYZAB1234567,LOADED ON 27 PLT(S) AUTO PARTS FOR MAKING TIRE AND RUBBER HS-CODE 8708.90.10. ,"Shenzhen, China"
QWERT567890,15678 KGS 85.123 CUBIC METER 432 CARTON TOYS & PLAYING CARDS HS CODES 950300. SHIPPER DECLARES.,"Shanghai, China"
FGHJK987654,IN 30 PALLETS OF MEDICAL EQUIPMENT AND SUPPLIES INCLUDING REFRIGERATED ITEMS. ,"Seoul, South Korea"
IJKLZ4567890,LOADED ON 15 PLT(S) POLYETHYLENE FILM HS-CODE39171010. ,"Tokyo, Japan"
PQRST1234567,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 2782143571.,"Amsterdam, Netherlands"
VBNM1234567,"ON 11 PALLETS CONTAINING BBL ALUTHENE 50-II E 133/3 SIN IMPRESION, ANCHO 66 MM BBL ALUTHENE 50-II E 133/10 ANCHO 90 MM SIN IMPRESION NET WEIGHT 6214 KG CIF GUAYMAS.","Barcelona, Spain"
KJHGF567890,IN 25 PALLETS OF MECHANICAL EQUIPMENT AND SPARE PARTS INCLUDING HEAVY MACHINERY. ,"Milan, Italy"
LKJH6543210,LOADED ON 20 PLT(S) SYNTHETIC RUBBER HS-CODE40139010.,"Istanbul, Turkey"
MNOP9876543,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 2782143572.,"Madrid, Spain"
QWERT3210987,"ON 18 PALLETS CONTAINING BBL ALUTHENE 50-II E 133/15 SIN IMPRESION, ANCHO 76 MM BBL ALUTHENE 50-II E 133/12 ANCHO 96 MM SIN IMPRESION NET WEIGHT 7456 KG CIF MEXICO.","Paris, France"
PQRST7654321,IN 40 PALLETS OF ELECTRONIC COMPONENTS AND SEMICONDUCTORS INCLUDING SPECIALIZED TOOLS. ,"Berlin, Germany"
PQRS9876543,12000 KGS 50.000 CUBIC METER 245 CARTON ELECTRONIC PARTS & ACCESSORIES HS CODES 850110. SHIPPER DECLARES. ,"Taipei, Taiwan"
MNOP1234567,IN 30 PALLETS OF FURNITURE AND DECORATIVE ITEMS CONTAINING NON-DANGEROUS GOODS. ,"Tokyo, Japan"
VGHF9876543,LOADED ON 18 PLT(S) POLYETHYLENE FILM HS-CODE39172000. ,"Seoul, South Korea"
ERTY1234567,GRAND CRU CLASSÉ CHIANT 2015. WINE EACH 6 BOTTLES CB 4201108 / 2712143113. ,"Bordeaux, France"
JKLZ9876543,"ON 15 PALLETS CONTAINING FABRICS & FASHION ACCESSORIES WITH HIDDEN VALUE - 3500KG GROSS WEIGHT, 2900KG NET WEIGHT CIF GUAYMAS. ","Milan, Italy"
KILO4321098,84000 KGS 40 CUBIC METERS 3000 CARTON RAINBOW COLOURS T-SHIRTS ( HS-CODE 610910 ). SHIPPER DECLARES ,Hong Kong
SDFG8765432,IN 22 PALLETS OF TEXTILES AND APPAREL INCLUDING UNDERTAKEN VALUE - 15000KG GROSS WEIGHT / 12000KG NET WEIGHT CIF HAMBURG ,"Mumbai, India"
YUIO8765432,LOADED ON 12 PLT(S) OF PHARMACEUTICALS & MEDICINES ( HS-CODE300390 ). ,"Rio de Janeiro, Brazil"
JHGFD4321098,GRAND CRU DE CÉRAS CHATEAUNEUF DUEL D'OR 2015 EACH 24 BOTTLES CB 4201108 / 2712143113. ,"Bordeaux, France"
TERTY4321098,"ON 18 PALLETS CONTAINING CABLES & WIRES WITH HIDDEN VALUE - 9000KG GROSS WEIGHT, 7500KG NET WEIGHT CIF PANAMA CITY. ","Istanbul, Turkey"
ERTYU9012345,14234 KGS 57.123 CUBIC METER 421 CARTON TOOLS & HARDWARE HS CODES 811110. SHIPPER DECLARES.,"Shanghai, China"
MNOPQ7890123,IN 30 PALLETS OF ELECTRONICS AND ELECTRICAL EQUIPMENT CONTAINING FLAMMABLE GOODS. ,"Seoul, South Korea"
QWERT1234567,LOADED ON 25 PLT(S) PLASTIC FILMS HS-CODE39152010. ,Singapore
IJKLMNOP9876,GRIMBERGEN AMBREE 7% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Rotterdam, Netherlands"
ASDFGH5678901,ON 11 PALLETS CONTAINING SMT CABLES 24AWG COLORED AND UNCOLORED NET WEIGHT 1852 KG CIF GUAYMAS. ,Hong Kong
ZXCVBN4567890,IN 45 CARTONS OF READYMADE GARMENTS HS CODES 620412. SHIPPER DECLARES.,"Shenzhen, China"
PQRS1234567,LOADED ON 18 PLT(S) AUTO PARTS HS-CODE87080010. ,"Chennai, India"
VWBXC4321098,GRAPPA D'ASOLO 45% ABV. LIQUEUR EACH 75CL BOTTLES CB 2204110 / 278214357. ,"Antwerp, Belgium"
MNOPQ9876543,ON 7 PALLETS CONTAINING METAL FURNITURE HS CODES 940331. SHIPPER DECLARES.,"Bangkok, Thailand"
IJKLMNOP5678901,IN 20 PLT(S) TOYS AND HOBBY GOODS CONTAINING TOXIC SUBSTANCES. ,"Manila, Philippines"
WXYZ9123456,98765 KGS 21.112 CUBIC METER 123 CARTON FURNITURE & FURNITURE PARTS HS CODES 940310. SHIPPER DECLARES.,"Shanghai, China"
MNOP5432109,IN 30 PALLETS OF MEDICAL EQUIPMENT AND ACCESSORIES CONTAINING RADIOACTIVE MATERIALS. ,"Seoul, South Korea"
VBCD8765432,LOADED ON 15 PLT(S) RAL 3028 BLACK S1 HS-CODE32141010.,"Mumbai, India"
FGHJ7654321,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358.,Hong Kong
KJHGF9876543,ON 11 PALLETS CONTAINING DLP-40L-1W LED LIGHTING SOLUTION HS-CODE94034020 NET WEIGHT 7654 KG CIF SANTO DOMINGO.,"Shenzhen, China"
ZYXC5432109,56789 KGS 10.234 CUBIC METER 200 CARTON FURNITURE & DECORATIVE ITEMS HS CODES 392390. SHIPPER DECLARES.,"Tokyo, Japan"
WXYZ6543210,IN 40 PALLETS OF TEXTILES AND READYMADE GARMENTS CONTAINING SYNTHETIC DYE. ,"Ho Chi Minh City, Vietnam"
MNOP9876543,LOADED ON 20 PLT(S) KENAF PAPER HS-CODE48113090.,"Bangkok, Thailand"
VBCD1234567,GRIMBERGEN AMBREE 8% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214359.,Singapore
FGHJ7654321,ON 13 PALLETS CONTAINING TIRE & WHEEL HS-CODE8708.11 NET WEIGHT 9012 KG CIF GUATEMALA.,"Manila, Philippines"
PQRS9876543,23456 KGS 45.123 CUBIC METER 432 CARTON T-SHIRTS & SWEATSHIRTS HS CODES 620520. SHIPPER DECLARES.,"Guangzhou, China"
VWXYZ1234567,IN 30 PALLETS OF ELECTRONIC COMPONENTS AND COMMUNICATION EQUIPMENT CONTAINING NO HAZARDOUS MATERIALS.,"Seoul, South Korea"
KLMNO9876543,LOADED ON 25 PLT(S) PVC SHEETING HS-CODE39269090.,Hong Kong
IJKLZ1234567,CONTAINING 4500 PCS EACH 10.5CM X 10.5 CM LAYER CAKE BOXES WITH DECALS (HS CODE: 4819.10). ,"Guangzhou, China"
MNOPQ1234567,"CONTAINING BULK CARGO OF 1,200 PCS EACH OF PLASTIC TUBES OF SIZE 20CM X 5CM DIA HS CODE 3923.","Shanghai, China"
STUVW9876543,GRANOLA BARS - TOTAL NET WEIGHT 15000 KG ON 40 PLTS.,"Bangkok, Thailand"
FGHIJ1234567,IN 25 PALLETS OF USED AUTOMOBILE PARTS CONTAINING HAZARDOUS MATERIALS (ACCORDING TO IATA).,"Tokyo, Japan"
TYUIO9876543,ON BOARD 30 PLT(S) ELASTIC RUBBER THERMOPLASTIC POLYMER HS-CODE 390690.,"Shenzhen, China"
KJHGF4321098,TOTAL NET WEIGHT 25000 KG IN 50 PALLETS EACH OF 500KG BAGS OF PET FOOD.,"Hamburg, Germany"
ERTYUIOPQWERT,12345 KGS 40.000 CUBIC METER 1000 CARTON SHOES & ACCESSORIES HS CODES 640391. SHIPPER DECLARES.,"Guangzhou, China"
WQAZXCVBNMOP,IN 20 PALLETS OF FURNITURE AND HOME DECOR. ,"Barcelona, Spain"
HGFRTYUIJHGFD,LOADED ON 30 PLT(S) POLYETHYLENE SHEETS HS-CODE32061010.,"Rotterdam, Netherlands"
POIUYTREASDFG,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 12/24CL BOTTLES CB 4160410 / 278214357.,"Copenhagen, Denmark"
SDFGHJKLZXCVB,"ON 15 PALLETS CONTAINING MACHINERY PARTS, GEARBOX HS CODE 84836030.","Tokyo, Japan"
LKJHGFTRDERTYU,56789 KGS 10.000 CUBIC METER 500 CARTON FURNITURE AND HOME DECOR HS CODES 940130. SHIPPER DECLARES.,Hong Kong
CVBNMPOIUYTREW,IN 25 PALLETS OF CLOTHING AND ACCESSORIES. ,"Paris, France"
IJKLMNOPQAZXCV,LOADED ON 40 PLT(S) TEXTILE MATERIALS HS-CODE5205.,"Shanghai, China"
QWERTYUIOPASDFG,GRIMBERGEN AMBREE 9.0% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Berlin, Germany"
ZXCERTYUIOPGHJKL,"ON 7 PALLETS CONTAINING ELECTRONIC PARTS, INVERTER HS CODE 85013090.","Seoul, South Korea"
PQRX7654321,21000 KGS 45.123 CUBIC METER 145 CARTON FASHION JEWELLERY & ACCESSORIES HS CODES 7114. SHIPPER DECLARES.,"Shenzhen, China"
EFGH5432109,IN 35 PALLETS OF PHARMACEUTICAL PRODUCTS AND MEDICINE CONTAINING TOXIC SUBSTANCES.,Singapore
MNOP9876543,LOADED ON 25 PLT(S) POLYURETHANE FOAM HS-CODE39269099.,"Tokyo, Japan"
VBCD1234567,GRANOLA BARS IN 12 PALLETS OF 24/40 CARTONS CB 4141511 / 278214358.,"Berlin, Germany"
HJKL8765432,"ON 8 PALLETS CONTAINING 10000 PCS 250ML GLASS BOTTLES, SODA WATER HS CODES 2203. SHIPPER DECLARES.","Paris, France"
STUV6543210,LOADED ON 50 PLT(S) CARBON STEEL SHEETS HS-CODE7211.,"Rome, Italy"
CDEF5432109,40000 KGS 20.012 CUBIC METER 250 CARTON FURNITURE & ACCESSORIES HS CODES 9403. SHIPPER DECLARES.,"Istanbul, Turkey"
GHIJ9876543,IN 60 PALLETS OF TOYS AND CHILDREN'S PRODUCTS CONTAINING DANGEROUS GOODS.,"Bangkok, Thailand"
KLMO4321098,ON 11 PALLETS CONTAINING 100 PCS MACHINERY PARTS ALUMINIUM HS CODES 9406. SHIPPER DECLARES.,"Moscow, Russia"
NZAS7654321,LOADED ON 28 PLT(S) ELECTRONIC EQUIPMENT HS-CODE8528.,"Tel Aviv, Israel"
MNOP9876543,34567 KGS 21.123 CUBIC METER 111 PLT(S) FURNITURE PARTS & ACCESSORIES HS CODES 39269000. SHIPPER DECLARES.,"Guangzhou, China"
PQRU5432107,IN 30 PALLETS OF ELECTRONIC AND COMPUTER PARTS WITH RADIOACTIVE MATERIAL CONTAINING DANGEROUS GOODS. ,"Tokyo, Japan"
VWBX9876543,LOADED ON 25 PLT(S) GLASS FIBER REINFORCEMENT PLASTICS HS-CODE39099000. ,"Seoul, South Korea"
CDEFG4321098,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358. ,"Berlin, Germany"
HIJN1234567,"ON 10 PALLETS CONTAINING WROUGHT IRON FURNITURE SETS, NET WEIGHT 1895 KG CIF LOS ANGELES. ","Paris, France"
KLMOP9876543,56789 KGS 15.219 CUBIC METER 75 PLT(S) SPORTING GOODS & ACCESSORIES HS CODES 9506. SHIPPER DECLARES.,"Shanghai, China"
QWERT4321098,IN 40 PALLETS OF CLOTHING AND TEXTILE ARTICLES CONTAINING DANGEROUS GOODS. ,"Moscow, Russia"
ASDFG5432107,LOADED ON 20 PLT(S) ADHESIVE TAPES HS-CODE39169000. ,"Istanbul, Turkey"
ZXCVB9876543,GRIMBERGEN AMBREE 5.0% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214356. ,"Rome, Italy"
MNOPU1234567,"ON 8 PALLETS CONTAINING METAL PARTS, NET WEIGHT 3219 KG CIF PHOENIX. ","Athens, Greece"
VWXY6543210,2345 KGS 75.123 CUBIC METER 456 CARTON SCISSORS & CUTTERS HS CODES 821220. SHIPPER DECLARES.,"Seoul, South Korea"
ERTY7654321,IN 50 PALLETS OF ELECTRONICS AND ELECTRICAL EQUIPMENT CONTAINING FRAGILE GOODS. ,"Tokyo, Japan"
KILO9876543,LOADED ON 12 PLT(S) CARBON FIBER SHEETS HS-CODE39199010.,"Shenzhen, China"
DFGH1234567,CONTAINING 1000 BAGS OF COFFEE BEANS EACH 50KG CB MEXICO 278214357 / 4160410.,"Hamburg, Germany"
PQRS8901234,ON 8 PALLETS CONTAINING PVC TUBES VARIOUS SIZES SIN IMPRESION NET WEIGHT 8765 KG CIF GUAYMAS.,Hong Kong
MNOI5432109,IN 20 PALLETS OF FOOD AND BEVERAGES CONTAINING PERISHABLE GOODS. ,Singapore
STUV6543210,LOADED ON 15 PLT(S) POLYETHYLENE FILM HS-CODE39199010.,"Seoul, South Korea"
WXYZ7654321,5432 KGS 92.115 CUBIC METER 890 CARTON TOOLS & EQUIPMENT HS CODES 821220. SHIPPER DECLARES.,"Shenzhen, China"
IJHK9876543,CONTAINING 5000 UNITS OF LED LIGHT BULBS EACH 10KG CB MEXICO 278214357 / 4160410.,"Hamburg, Germany"
GHIJ5432109,ON 12 PALLETS CONTAINING FURNITURE PARTS VARIOUS SIZES NET WEIGHT 12000 KG CIF GUAYMAS.,Hong Kong
VWXU9876543,23456 KGS 50.123 CUBIC METER 1000 CARTON FASHION APPAREL & ACCESSORIES HS CODES 620920. SHIPPER DECLARES.,"Guangzhou, China"
NJMKA4321097,LOADED ON 30 PLT(S) ELECTRIC WIRE HARMONICA INSTRUMENTS. ,"Tokyo, Japan"
FGHJ9876541,IN 20 PALLETS OF ELECTRONIC PARTS CONTAINING CLASS 9 DANGEROUS GOODS. ,"Seoul, South Korea"
MNBV1234567,ON 12 PALLETS CONTAINING 1500 BOTTLES OF OLIVE OIL EACH 500 ML CB 3202201 / 278214356. ,"Barcelona, Spain"
YZXCV9876543,IN 40 PALLETS OF FURNITURE AND HOME DECOR CONTAINING DANGEROUS GOODS. ,"Istanbul, Turkey"
CDEK4321097,LOADED ON 25 PLT(S) PRINTING MACHINES FROM ITALY HS-CODE 84431990. ,"Rome, Italy"
KJHGF9876541,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
VWXU1234567,"ON 9 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/12 SIN IMPRESION, ANCHO 52 MM BBL ALUTHENE 50-IV E 133/5 ANCHO 94 MM SIN IMPRESION NET WEIGHT 5928 KG CIF VERACRUZ. ","Hamburg, Germany"
ZYXC9876543,IN 35 PALLETS OF FASHION JEWELRY & ACCESSORIES CONTAINING CLASS 9 DANGEROUS GOODS HS CODES 7114.20.00. ,"Shenzhen, China"
MNBV4321097,LOADED ON 22 PLT(S) DIE-CAST ALUMINUM PARTS FROM MALAYSIA HS-CODE 39269090. ,"Kuala Lumpur, Malaysia"
EFGH8765432,450 KGS 15 CUBIC METER 2500 CARTON SHIRT HS CODES 6205. SHIPPER DECLARES. ,"Guangzhou, China"
PQRS9012345,IN 35 PALLETS OF FURNITURE PARTS CONTAINING FLAMMABLE MATERIALS. ,"Rotterdam, Netherlands"
WXYZ7654321,LOADED ON 30 PLT(S) VINYL CHLORIDE HS-CODE29132010. ,"Tokyo, Japan"
MNOI5432109,GRAND CRU CLASSÉ ST-JEAN BLONDEY 2008 - 12 BOTTLES CB 4090610 / 271813456. ,"Bordeaux, France"
GHIK9876543,ON 7 PALLETS CONTAINING CO2 TANKS SIN IMPRESION NET WEIGHT 1788 KG CIF NEW ORLEANS. ,"Brussels, Belgium"
KLMN7654321,12345 KGS 25 CUBIC METER 1000 CARTON HS CODES 3923. SHIPPER DECLARES. ,"Seoul, South Korea"
JKLZ2345678,IN 40 PALLETS OF TOYS AND GAMES CONTAINING POISONOUS MATERIALS. ,"Berlin, Germany"
OPQS8765432,LOADED ON 25 PLT(S) HS-CODE44039910. ,"Istanbul, Turkey"
RSTU9876543,GRANADILLA ROJA 2015 - 6 BOTTLES CB 4090610 / 271813456. ,"Lima, Peru"
MNOP5432109,ON 12 PALLETS CONTAINING DANGEROUS GOODS SIN IMPRESION NET WEIGHT 2987 KG CIF SAVANNAH. ,"Prague, Czech Republic"
PQRS9876543,12543 KGS 75.321 CUBIC METER 234 CARTON SOAPS & SHAMPOOS HS CODES 3401110. SHIPPER DECLARES. ,"Shenzhen, China"
MNOP1234567,IN 50 PALLETS OF TOYS AND GAME ACCESSORIES CONTAINING HAZARDOUS MATERIALS. ,"Seoul, South Korea"
IJKL6543210,LOADED ON 30 PLT(S) PHENOLIC RESIN HS-CODE 39069100. ,"Osaka, Japan"
ZYXC7890123,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358. ,"Hamburg, Germany"
KJHGF9876543,ON 12 PALLETS CONTAINING PVC Pipes 100mm x 1.5m C I F MEXICO NET WEIGHT 13500 KG HS CODE 39172000. ,"Hamburg, Germany"
PQRS3210987,15078 KGS 42.219 CUBIC METER 900 CARTON PRINTED CIRCUIT BOARDS HS CODES 8542390. SHIPPER DECLARES. ,"Shenzhen, China"
MNOP5432109,IN 25 PALLETS OF ELECTRONIC ACCESSORIES CONTAINING DANGEROUS GOODS. ,"Tokyo, Japan"
IJKL9876543,LOADED ON 20 PLT(S) POLYETHYLENE HDPE HS-CODE32143000. ,"Osaka, Japan"
ZYXC4321098,GRIMBERGEN AMBREE 6.0% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214356. ,"Hamburg, Germany"
KJHGF5432109,ON 15 PALLETS CONTAINING GALVANIZED STEEL SHEETS 0.5MM x 1220mm C I F PANAMA NET WEIGHT 18000 KG HS CODE 7207.20.80. ,"Hamburg, Germany"
MNOQ9876543,IN 20 PALLETS OF ELECTRONIC COMPONENTS AND EQUIPMENT INCLUDING BATTERY MODULES HS CODE 85169090. SHIPPER DECLARES.,"Shenzhen, China"
PQRS1234567,LOADED ON 30 PLT(S) CONTAINING FURNITURE & KITCHENWARE ARTICLE(S) OF CHINA HS-CODE 39239040. ,"Shenzhen, China"
VWXZ7654321,GRANOLA BARS WITH MIXED NUTS 500GM X 24 PCS CB 4160410/ 278214357 HS CODE 20021010. ,"Shenzhen, China"
CDEFG5678901,"PACKAGING MATERIALS AND EQUIPMENT INCLUDING BOXES, CARTONS ETC. ","Hamburg, Germany"
HJKL9876543,60 CASES OF BOTTLED WATER 500 ML X 24 PCS CB 4160410/ 278214357 HS CODE 22030090.,"Hamburg, Germany"
IJHG5678901,LOADED ON 25 PLT(S) CONTAINING FURNITURE & KITCHENWARE ARTICLE(S) OF CHINA HS-CODE 39239040.,"Shenzhen, China"
MNOP1234567,IN 20 PALLETS OF COSMETICS AND COSMETIC ACCESSORIES. ,"Hamburg, Germany"
QWERTY7654321,GRANOLA BARS WITH MIXED NUTS 500GM X 24 PCS CB 4160410/ 278214357 HS CODE 20021010.,"Shenzhen, China"
ZXCDF9876543,"PACKAGING MATERIALS AND EQUIPMENT INCLUDING BOXES, CARTONS ETC.","Hamburg, Germany"
GHIK9876543,23456 KGS 40 CUBIC METER 901 CARTON FURNITURE ACCESSORIES & PARTS HS CODES 940130. SHIPPER DECLARES.,"Shanghai, China"
MNOP1234567,IN 30 PALLETS OF TOYS AND GAMES CONTAINING SMALL ITEMS. ,"Shenzhen, China"
STUV7890123,LOADED ON 15 PLT(S) ALUMINUM ROD HS-CODE76081010. ,"Shanghai, China"
PQRS6543210,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358.,"Shenzhen, China"
WXYZ4321098,ON 12 PALLETS CONTAINING ALUMINUM ROD HS-CODE76081010 NET WEIGHT 6789 KG CIF LOS ANGELES. ,"Shanghai, China"
FGHJ7890123,456 KGS 1 CUBIC METER 234 CARTON MECHANICAL PARTS & ACCESSORIES HS CODES 732690. SHIPPER DECLARES.,"Shenzhen, China"
IJKL9876543,IN 50 PALLETS OF ELECTRONICS AND ELECTRICAL EQUIPMENT CONTAINING BATTERIES & ACCESSORIES. ,"Shanghai, China"
MNOP4321098,LOADED ON 25 PLT(S) CARBON STEEL ROD HS-CODE72181010. ,"Shenzhen, China"
OPQR6543210,GRIMBERGEN AMBREE 5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Shanghai, China"
STUV1234567,ON 18 PALLETS CONTAINING CARBON STEEL ROD HS-CODE72181010 NET WEIGHT 9876 KG CIF LOS ANGELES. ,"Shenzhen, China"
MNOP9876549,12345 KGS 50.219 CUBIC METER 111 CARTON ELECTRONIC COMPONENTS & EQUIPMENT HS CODES 851712. SHIPPER DECLARES.,"Shenzhen, China"
VWBX7654321,IN 30 PALLETS OF FURNITURE AND HOME DECOR CONTAINING HAZARDOUS MATERIALS. ,"Hamburg, Germany"
QWERTYUIOP1234,LOADED ON 25 PLT(S) POLYESTER FILM HS-CODE34041940.,"Hamburg, Germany"
POIUYTREWQ54321,GRAND RAPIDS AMBREE 7% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 2782143579.,"Hamburg, Germany"
ERTYUIOP9876543,ON 12 PALLETS CONTAINING PVC SHEETS NET WEIGHT 3780 KG CIF NEW YORK. ,"Shenzhen, China"
ASDFGHJKL456789,9876 KGS 75.321 CUBIC METER 333 CARTON TOOLS & EQUIPMENT HS CODES 820790. SHIPPER DECLARES.,"Hamburg, Germany"
ZXCVBNM1234321,IN 15 PALLETS OF CLOTHING AND ACCESSORIES CONTAINING DANGEROUS GOODS. ,"Shenzhen, China"
HGFEDCBA9876543,LOADED ON 20 PLT(S) SILICONE SEALANTS HS-CODE32079000.,"Hamburg, Germany"
IJKLPOIU7654321,GRAND CANYON AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 2782143578.,"Hamburg, Germany"
MNBVCXZ54321098,ON 18 PALLETS CONTAINING GALVANIZED SHEETS NET WEIGHT 8640 KG CIF DALLAS. ,"Shenzhen, China"
PQRS0123456,18752 KGS 54.321 CUBIC METER 943 CARTON FURNITURE PARTS HS CODES 9403. SHIPPER DECLARES.,"Shanghai, China"
VWXZ9876542,IN 30 PALLETS OF ELECTRONICS AND COMPUTER COMPONENTS CONTAINING BATTERIES AND CHARGERS. ,"Tokyo, Japan"
